imdb_code,title,rating,release_year,cast,cast_names,cast_roles,Plot Summary
10687318,Time to Fly,6.2,2019,"[('Fabian Aichner', <Character id:None[http] name:_Fabian Aichner_>), ('Joel Allen', <Character id:None[http] name:_Referee Joel Allen_>), ('Mark Andrews', <Character id:None[http] name:_Mark Andrews_>), ('Travis Banks', <Character id:None[http] name:_Travis Banks_>), ('Marcel Barthel', <Character id:None[http] name:_Marcel Barthel_>), ('Demi Bennett', <Character id:None[http] name:_Rhea Ripley_>), ('Kimberly Benson', <Character id:None[http] name:_Piper Niven_>), ('Joseph Conner Buckton', <Character id:None[http] name:_Joseph Conners_>), ('Radzi Chinyanganya', <Character id:None[http] name:_Radzi Chinyanganya_>), ('Noam Dar', <Character id:None[http] name:_Noam Dar_>), ('James Dowell', <Character id:None[http] name:_James Drake_>), ('Jazzy Gabert', <Character id:None[http] name:_Jazzy Gabert_>), ('Zack Gibson', <Character id:None[http] name:_Zack Gibson_>), ('Walter Hahn', <Character id:None[http] name:_WALTER_>), ('Xia Henderson', <Character id:None[http] name:_Xia Brookside_>), ('Mike Hitchman', <Character id:None[http] name:_Wild Boar_>), ('Greg Hutson', <Character id:None[http] name:_Greg Hamilton_>), ('Killer Kelly', <Character id:None[http] name:_Killer Kelly_>), ('Dave Mastiff', <Character id:None[http] name:_Dave Mastiff_>), ('Jay Melrose', <Character id:None[http] name:_Primate_>), ('Simon Musk', <Character id:None[http] name:_Ligero_>), ('Alan Niddrie', <Character id:None[http] name:_Kenny Williams_>), ('Matt Rehwoldt', <Character id:None[http] name:_Aiden English_>), ('Toni Rossall', <Character id:None[http] name:_Toni Storm_>), ('Jinny Sandhú', <Character id:None[http] name:_Jinny_>), ('Tom Scarborough', <Character id:None[http] name:_Tom Scarborough_>), ('Darryl Sharma', <Character id:None[http] name:_Referee Darryl Sharma_>), ('Chris Sharpe', <Character id:None[http] name:_Chris Sharpe_>), ('Andy Shepherd', <Character id:None[http] name:_Andy Shepherd_>), ('Axel Tischer', <Character id:None[http] name:_Alexander Wolfe_>), ('Vic Travagliante', <Character id:None[http] name:_Vic Joseph_>)]","['Fabian Aichner', 'Joel Allen', 'Mark Andrews', 'Travis Banks', 'Marcel Barthel', 'Demi Bennett', 'Kimberly Benson', 'Joseph Conner Buckton', 'Radzi Chinyanganya', 'Noam Dar', 'James Dowell', 'Jazzy Gabert', 'Zack Gibson', 'Walter Hahn', 'Xia Henderson', 'Mike Hitchman', 'Greg Hutson', 'Killer Kelly', 'Dave Mastiff', 'Jay Melrose', 'Simon Musk', 'Alan Niddrie', 'Matt Rehwoldt', 'Toni Rossall', 'Jinny Sandhú', 'Tom Scarborough', 'Darryl Sharma', 'Chris Sharpe', 'Andy Shepherd', 'Axel Tischer', 'Vic Travagliante']","[<Character id:None[http] name:_Fabian Aichner_>, <Character id:None[http] name:_Referee Joel Allen_>, <Character id:None[http] name:_Mark Andrews_>, <Character id:None[http] name:_Travis Banks_>, <Character id:None[http] name:_Marcel Barthel_>, <Character id:None[http] name:_Rhea Ripley_>, <Character id:None[http] name:_Piper Niven_>, <Character id:None[http] name:_Joseph Conners_>, <Character id:None[http] name:_Radzi Chinyanganya_>, <Character id:None[http] name:_Noam Dar_>, <Character id:None[http] name:_James Drake_>, <Character id:None[http] name:_Jazzy Gabert_>, <Character id:None[http] name:_Zack Gibson_>, <Character id:None[http] name:_WALTER_>, <Character id:None[http] name:_Xia Brookside_>, <Character id:None[http] name:_Wild Boar_>, <Character id:None[http] name:_Greg Hamilton_>, <Character id:None[http] name:_Killer Kelly_>, <Character id:None[http] name:_Dave Mastiff_>, <Character id:None[http] name:_Primate_>, <Character id:None[http] name:_Ligero_>, <Character id:None[http] name:_Kenny Williams_>, <Character id:None[http] name:_Aiden English_>, <Character id:None[http] name:_Toni Storm_>, <Character id:None[http] name:_Jinny_>, <Character id:None[http] name:_Tom Scarborough_>, <Character id:None[http] name:_Referee Darryl Sharma_>, <Character id:None[http] name:_Chris Sharpe_>, <Character id:None[http] name:_Andy Shepherd_>, <Character id:None[http] name:_Alexander Wolfe_>, <Character id:None[http] name:_Vic Joseph_>]","In ""Time to Fly,"" Ahsoka Tano, Sabine Wren, and Huyang are stranded on the forest planet of Seatos, desperate to find a way off-world. Sabine, fueled by her impatience and belief that she can connect to the Force, insists on piloting a repaired hyperspace ring. Ahsoka reluctantly agrees, hoping Sabine's determination will unlock her latent abilities. While Sabine struggles to master the Force and the ring's controls, Ahsoka faces her own internal struggles, confronting her doubts about her teaching methods and Sabine's potential. Ultimately, with a combination of quick thinking and a nascent connection to the Force, Sabine manages to activate the hyperspace ring, allowing them to escape Seatos and continue their pursuit of Grand Admiral Thrawn.
"
11284626,Jedi: Fallen Order,No rating available,2019,"[('Mike Lisetskiy', <Character id:None[http] name:_Self - Host_>), ('Alyona Varivonchik', <Character id:None[http] name:_Self_>), ('Dmitry Zlotnitsky', <Character id:None[http] name:_Self_>)]","['Mike Lisetskiy', 'Alyona Varivonchik', 'Dmitry Zlotnitsky']","[<Character id:None[http] name:_Self - Host_>, <Character id:None[http] name:_Self_>, <Character id:None[http] name:_Self_>]","Okay, the IMDb ID 11284626 corresponds to the ""Part Six: Far, Far Away"" episode of the ""Ahsoka"" TV series.

**Plot Summary for ""Part Six: Far, Far Away"" (Ahsoka):**

Ahsoka, stranded in a distant galaxy with Huyang, confronts Baylan Skoll and Shin Hati. Baylan explains his belief in a greater power on this planet and his intention to find it, even if it means upsetting the balance. Ezra Bridger, stranded on the planet Peridea for years, finally reunites with Ahsoka and Sabine. Ezra, having learned to survive and cooperate with the native Noti, is cautiously optimistic about their arrival. Meanwhile, Morgan Elsbeth's resurrection is revealed as she is imbued with dark power, becoming a formidable opponent as she continues to oversee the transportation of Thrawn. The episode ends with Thrawn's imminent arrival and the looming threat he poses to the galaxy.
"
5473078,Shadow Warrior,No rating available,2013,"[('Craig Skistimas', <Character id:None[http] name:_Narrator_>)]",['Craig Skistimas'],[<Character id:None[http] name:_Narrator_>],"Ahsoka episode ""Shadow Warrior"" focuses on Ahsoka Tano's training of Sabine Wren. Sabine continues to struggle with her Force abilities, and Ahsoka pushes her hard. Meanwhile, Hera Syndulla and her New Republic pilots investigate reports of Imperial activity on Peridea, leading them to a confrontation with Grand Admiral Thrawn's forces, specifically a squadron of TIE fighters piloted by Imperial Night Troopers. Key moments involve Sabine experiencing visions and Hera's squadron getting ambushed.
"
13991220,"Far, Far Away",3.3,2020,"[('Nick Armstrong', <Character id:None[http] name:_Sapnap_>), ('George Davidson', <Character id:None[http] name:_GeorgeNotFound_>), ('Dream', <Character id:None[http] name:_Dream_>)]","['Nick Armstrong', 'George Davidson', 'Dream']","[<Character id:None[http] name:_Sapnap_>, <Character id:None[http] name:_GeorgeNotFound_>, <Character id:None[http] name:_Dream_>]","In the Ahsoka episode ""Far, Far Away,"" Ahsoka, Sabine, and Huyang arrive on Peridea. They discover that the planet is the origin point for the migratory path of purrgil, creatures capable of hyperspace travel. They soon encounter the Nightsisters, led by Morgan Elsbeth, who have established a fortress and are utilizing the planet's resources. It's revealed that Grand Admiral Thrawn is also on Peridea, commanding the forces there and rebuilding his power. The episode culminates in a tense confrontation, setting the stage for the coming conflict between Ahsoka and Thrawn.
"
27484664,Part Seven: Dreams and Madness,7.7,2023,"[('Rosario Dawson', <Character id:None[http] name:_Ahsoka Tano_>), ('Natasha Liu Bordizzo', <Character id:None[http] name:_Sabine Wren_>), ('Mary Elizabeth Winstead', <Character id:None[http] name:_Hera Syndulla_>), ('Ray Stevenson', <Character id:None[http] name:_Baylan Skoll_>), ('Ivanna Sakhno', <Character id:None[http] name:_Shin Hati_>), ('Diana Lee Inosanto', <Character id:None[http] name:_Morgan Elsbeth_>), ('David Tennant', <Character id:None[http] name:_Huyang_>), ('Lars Mikkelsen', <Character id:None[http] name:_Grand Admiral Thrawn_>), (""Genevieve O'Reilly"", <Character id:None[http] name:_Mon Mothma_>), ('Eman Esfandi', <Character id:None[http] name:_Ezra Bridger_>), ('Anthony Daniels', <Character id:None[http] name:_C-3PO_>), ('Hayden Christensen', <Character id:None[http] name:_Anakin Skywalker_>), ('Nelson Lee', <Character id:None[http] name:_Senator Xiono_>), ('Moe Irvin', <Character id:None[http] name:_Senator Mawood_>), ('Paul Sun-Hyung Lee', <Character id:None[http] name:_Captain Carson Teva_>), ('Nican Robinson', <Character id:None[http] name:_First Officer Vic Hawkins_>), ('Wes Chatham', <Character id:None[http] name:_Captain Enoch_>), ('Jeryl Prescott', <Character id:None[http] name:_Aktropaw_>), ('Claudia Black', <Character id:None[http] name:_Klothow_>), ('Jane Edwina Seymour', <Character id:None[http] name:_Lakesis_>), ('Kurt Nelson', <Character id:None[http] name:_Performance Artist - Navigator Droid Pilot_>), ('Peter Clarke', <Character id:None[http] name:_Performance Artist - Ithorian Senator_>), ('Dawn Dininger', <Character id:None[http] name:_Performance Artist - Lieutenant Beyta_>), ('Elden Bennett', <Character id:None[http] name:_Admiral Ackbar_>), ('Andrew Goodman', <Character id:None[http] name:_Night Trooper_>), ('Dmitriy Karas', <Character id:None[http] name:_Night Trooper_>), ('Greg Kufera', <Character id:None[http] name:_Night Trooper_>), ('Athena Yvette Portillo', <Character id:None[http] name:_Rebel_>), ('Warren Proulx Jr.', [<Character id:[http] name:_Henge GuardNight Trooper_>, <Character id:None[http] name:_Peridean Guard_>])]","['Rosario Dawson', 'Natasha Liu Bordizzo', 'Mary Elizabeth Winstead', 'Ray Stevenson', 'Ivanna Sakhno', 'Diana Lee Inosanto', 'David Tennant', 'Lars Mikkelsen', ""Genevieve O'Reilly"", 'Eman Esfandi', 'Anthony Daniels', 'Hayden Christensen', 'Nelson Lee', 'Moe Irvin', 'Paul Sun-Hyung Lee', 'Nican Robinson', 'Wes Chatham', 'Jeryl Prescott', 'Claudia Black', 'Jane Edwina Seymour', 'Kurt Nelson', 'Peter Clarke', 'Dawn Dininger', 'Elden Bennett', 'Andrew Goodman', 'Dmitriy Karas', 'Greg Kufera', 'Athena Yvette Portillo', 'Warren Proulx Jr.']","[<Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Sabine Wren_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Baylan Skoll_>, <Character id:None[http] name:_Shin Hati_>, <Character id:None[http] name:_Morgan Elsbeth_>, <Character id:None[http] name:_Huyang_>, <Character id:None[http] name:_Grand Admiral Thrawn_>, <Character id:None[http] name:_Mon Mothma_>, <Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_C-3PO_>, <Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Senator Xiono_>, <Character id:None[http] name:_Senator Mawood_>, <Character id:None[http] name:_Captain Carson Teva_>, <Character id:None[http] name:_First Officer Vic Hawkins_>, <Character id:None[http] name:_Captain Enoch_>, <Character id:None[http] name:_Aktropaw_>, <Character id:None[http] name:_Klothow_>, <Character id:None[http] name:_Lakesis_>, <Character id:None[http] name:_Performance Artist - Navigator Droid Pilot_>, <Character id:None[http] name:_Performance Artist - Ithorian Senator_>, <Character id:None[http] name:_Performance Artist - Lieutenant Beyta_>, <Character id:None[http] name:_Admiral Ackbar_>, <Character id:None[http] name:_Night Trooper_>, <Character id:None[http] name:_Night Trooper_>, <Character id:None[http] name:_Night Trooper_>, <Character id:None[http] name:_Rebel_>, [<Character id:[http] name:_Henge GuardNight Trooper_>, <Character id:None[http] name:_Peridean Guard_>]]","In ""Part Seven: Dreams and Madness"" of Ahsoka, Ahsoka, Sabine, and Ezra find themselves on Peridea, the extragalactic planet. They quickly learn that Grand Admiral Thrawn's return is imminent and the planet is haunted by ancient Jedi lore and dangers. Ahsoka confronts the Night Troopers while Sabine grapples with the choice of leaving Ezra or staying to help Ahsoka, leading to tension and conflict. Ezra is reunited with Ahsoka and Sabine.
"
27484667,"Part Eight: The Jedi, the Witch and the Warlord",7.8,2023,"[('Rosario Dawson', <Character id:None[http] name:_Ahsoka Tano_>), ('Natasha Liu Bordizzo', <Character id:None[http] name:_Sabine Wren_>), ('Mary Elizabeth Winstead', <Character id:None[http] name:_Hera Syndulla_>), ('Ray Stevenson', <Character id:None[http] name:_Baylan Skoll_>), ('Ivanna Sakhno', <Character id:None[http] name:_Shin Hati_>), ('Diana Lee Inosanto', <Character id:None[http] name:_Morgan Elsbeth_>), ('David Tennant', <Character id:None[http] name:_Huyang_>), ('Lars Mikkelsen', <Character id:None[http] name:_Grand Admiral Thrawn_>), ('Eman Esfandi', <Character id:None[http] name:_Ezra Bridger_>), ('Hayden Christensen', <Character id:None[http] name:_Anakin Skywalker_>), ('Wes Chatham', <Character id:None[http] name:_Captain Enoch_>), ('Claudia Black', <Character id:None[http] name:_Klothow_>), ('Jeryl Prescott', <Character id:None[http] name:_Aktropaw_>), ('Jane Edwina Seymour', <Character id:None[http] name:_Lakesis_>), ('Nican Robinson', <Character id:None[http] name:_First Officer Vic Hawkins_>), ('Casey Adams', <Character id:None[http] name:_Performance Artist - TIE Defender Pilot_>), ('Dawn Dininger', <Character id:None[http] name:_Performance Artist - Lieutenant Beyta_>), ('Andrew Goodman', <Character id:None[http] name:_Night Trooper_>), ('Dmitriy Karas', <Character id:None[http] name:_Night Trooper_>), ('Greg Kufera', <Character id:None[http] name:_Guard_>), ('Warren Proulx Jr.', [<Character id:[http] name:_Henge GuardNight Trooper_>, <Character id:None[http] name:_Peridean Guard_>]), ('LeChristopher Williams', <Character id:None[http] name:_Hazelnut Security Officer_>)]","['Rosario Dawson', 'Natasha Liu Bordizzo', 'Mary Elizabeth Winstead', 'Ray Stevenson', 'Ivanna Sakhno', 'Diana Lee Inosanto', 'David Tennant', 'Lars Mikkelsen', 'Eman Esfandi', 'Hayden Christensen', 'Wes Chatham', 'Claudia Black', 'Jeryl Prescott', 'Jane Edwina Seymour', 'Nican Robinson', 'Casey Adams', 'Dawn Dininger', 'Andrew Goodman', 'Dmitriy Karas', 'Greg Kufera', 'Warren Proulx Jr.', 'LeChristopher Williams']","[<Character id:None[http] name:_Ahsoka Tano_>, <Character id:None[http] name:_Sabine Wren_>, <Character id:None[http] name:_Hera Syndulla_>, <Character id:None[http] name:_Baylan Skoll_>, <Character id:None[http] name:_Shin Hati_>, <Character id:None[http] name:_Morgan Elsbeth_>, <Character id:None[http] name:_Huyang_>, <Character id:None[http] name:_Grand Admiral Thrawn_>, <Character id:None[http] name:_Ezra Bridger_>, <Character id:None[http] name:_Anakin Skywalker_>, <Character id:None[http] name:_Captain Enoch_>, <Character id:None[http] name:_Klothow_>, <Character id:None[http] name:_Aktropaw_>, <Character id:None[http] name:_Lakesis_>, <Character id:None[http] name:_First Officer Vic Hawkins_>, <Character id:None[http] name:_Performance Artist - TIE Defender Pilot_>, <Character id:None[http] name:_Performance Artist - Lieutenant Beyta_>, <Character id:None[http] name:_Night Trooper_>, <Character id:None[http] name:_Night Trooper_>, <Character id:None[http] name:_Guard_>, [<Character id:[http] name:_Henge GuardNight Trooper_>, <Character id:None[http] name:_Peridean Guard_>], <Character id:None[http] name:_Hazelnut Security Officer_>]","Ahsoka Tano, Sabine Wren, and Ezra Bridger confront Grand Admiral Thrawn, the Great Mothers, and Captain Enoch on Peridea. Ahsoka and Luke Skywalker sense each other through the Force. The battle is fierce, with Ezra facing off against Thrawn. Ahsoka and Sabine attempt to destroy the Nightsisters' magic and prevent Thrawn from returning to the main Star Wars galaxy. Ultimately, Thrawn escapes Peridea, leaving Ahsoka and Sabine stranded. Meanwhile, Ezra stays behind with the notoius Jedi, stranded for good.
"
5502100,The Recruit Part 1,No rating available,2016,"[('Wyatt Karem', <Character id:None[http] name:_James Brian_>), ('Chris Alexander', <Character id:None[http] name:_Carl Thompson_>), ('Kevin Leigh', <Character id:None[http] name:_Zachary P. Russell_>), ('Deven Alexander Prather', <Character id:None[http] name:_Kevin Simms_>), ('Billy Lennox', <Character id:None[http] name:_Liam Alexander_>), ('Jake Brodsky', <Character id:None[http] name:_Jake Brian_>), ('Aspen Feldman', <Character id:None[http] name:_Blake Alexander_>), ('Matt Agrafiotis', <Character id:None[http] name:_Matt Alexander_>)]","['Wyatt Karem', 'Chris Alexander', 'Kevin Leigh', 'Deven Alexander Prather', 'Billy Lennox', 'Jake Brodsky', 'Aspen Feldman', 'Matt Agrafiotis']","[<Character id:None[http] name:_James Brian_>, <Character id:None[http] name:_Carl Thompson_>, <Character id:None[http] name:_Zachary P. Russell_>, <Character id:None[http] name:_Kevin Simms_>, <Character id:None[http] name:_Liam Alexander_>, <Character id:None[http] name:_Jake Brian_>, <Character id:None[http] name:_Blake Alexander_>, <Character id:None[http] name:_Matt Alexander_>]","In ""The Recruit Part 1,"" Kazuda Xiono, a hotshot New Republic pilot, is recruited by Poe Dameron to join the Resistance. Poe believes Kaz's recklessness might make him useful as a spy. Kaz is tasked with investigating the growing threat of the First Order on the Colossus, a refueling station located on the Outer Rim. He struggles to adapt to the boring, non-combative life of a mechanic under the supervision of Jarek Yeager, and immediately gets himself into trouble due to his impulsive nature and lack of experience as a spy. He meets Tam Ryvora and Neeku Vozo who work with Yeager, forming uneasy relationships with them. At the end he's being blackmailed to help Jarek Yeager to avoid going to jail for the trouble he's already caused, thus making him indebted to the Resistance operation.
"
5530196,The Recruit Part 2,No rating available,2016,"[('Wyatt Karem', <Character id:None[http] name:_James Brian_>), ('Chris Alexander', <Character id:None[http] name:_Carl Thompson_>), ('Kevin Leigh', <Character id:None[http] name:_Zachary P. Russell_>), ('Maggie Tehan', <Character id:None[http] name:_Rebecca Silverman_>), ('Deven Alexander Prather', <Character id:None[http] name:_Kevin Simms_>), ('Billy Lennox', <Character id:None[http] name:_Liam Alexander_>), ('Matt Agrafiotis', <Character id:None[http] name:_Matt Alexander_>), ('Brandy Simms', <Character id:None[http] name:_Brandy Simms Brian_>)]","['Wyatt Karem', 'Chris Alexander', 'Kevin Leigh', 'Maggie Tehan', 'Deven Alexander Prather', 'Billy Lennox', 'Matt Agrafiotis', 'Brandy Simms']","[<Character id:None[http] name:_James Brian_>, <Character id:None[http] name:_Carl Thompson_>, <Character id:None[http] name:_Zachary P. Russell_>, <Character id:None[http] name:_Rebecca Silverman_>, <Character id:None[http] name:_Kevin Simms_>, <Character id:None[http] name:_Liam Alexander_>, <Character id:None[http] name:_Matt Alexander_>, <Character id:None[http] name:_Brandy Simms Brian_>]","""The Recruit Part 2"" from Star Wars Resistance follows Kazuda Xiono as he continues his undercover mission aboard the Colossus. He's still struggling with his duties, causing mishaps and raising suspicions. In this episode, Kaz becomes more involved in helping others, specifically when he learns about unfair treatment within the platform's workforce. He tries to help a fellow mechanic who's being exploited, further complicating his cover and bringing him closer to uncovering the First Order's presence on the Colossus.
"
28865815,The Triple Dark,No rating available,2018,[],[],[],"In the *Resistance* episode ""The Triple Dark,"" Kaz, Neeku, and CB-23, are stuck on a remote planet while on a mission for the Resistance. They must survive a dangerous electrical storm while trying to fix their ship. Meanwhile, Tam, now fully committed to the First Order, must prove her loyalty by participating in a rigorous training exercise.
"
28865816,Fuel for the Fire,No rating available,2018,[],[],[],"In the Star Wars Resistance episode ""Fuel for the Fire,"" Kazuda Xiono infiltrates a First Order fuel depot disguised as a mechanic. He teams up with Neeku, who is posing as a supplier, to steal fuel for the Colossus. Their plan is complicated by the arrival of Commander Pyre and a squadron of stormtroopers, forcing them to improvise and use Neeku's unintentional resourcefulness to escape with the stolen fuel.
"
28865818,The High Tower,No rating available,2018,[],[],[],"""The High Tower,"" an episode of Star Wars Resistance, sees Kazuda Xiono infiltrating a First Order base in the Outer Rim. He's tasked with retrieving information that could expose the First Order's activities. He teams up with a reluctant Kel and Eila, local scavengers, to navigate the treacherous base, dodge stormtroopers, and ultimately secure the crucial data, though not without complications and near-discovery.
"
8757330,The Children from Tehar,6.2,2018,"[('Christopher Sean', <Character id:None[http] name:_Kazuda Xiono_>), ('Josh Brener', <Character id:None[http] name:_Neeku Vozo_>), ('Scott Lawrence', <Character id:None[http] name:_Jarek Yeager_>), ('Suzie McGrath', <Character id:None[http] name:_Tam Ryvora_>), ('Antony Del Rio', <Character id:None[http] name:_Kel_>), ('Bobby Moynihan', <Character id:None[http] name:_Yani_>), ('Dee Bradley Baker', [<Character id:[http] name:_Security Guard_>, <Character id:None[http] name:_Stormtrooper #2_>, <Character id:None[http] name:_Ugnaught Vendor_>]), ('Frank Welker', <Character id:None[http] name:_Chelidae_>), ('Greg Proops', <Character id:None[http] name:_Garma_>), ('Gwendoline Christie', <Character id:None[http] name:_Captain Phasma_>), ('Jason Hightower', <Character id:None[http] name:_Captain Doza_>), ('Lex Lang', <Character id:None[http] name:_Stormtrooper #1_>), ('Liam McIntyre', <Character id:None[http] name:_Commander Pyre_>), ('Mary Elizabeth McGlynn', <Character id:None[http] name:_4D-M1N_>), ('Matthew Wood', <Character id:None[http] name:_Ello Asty_>), ('Nikki SooHoo', <Character id:None[http] name:_Eila_>), ('Tovah Feldshuh', <Character id:None[http] name:_Aunt Z_>), ('Fred Tatasciore', <Character id:None[http] name:_Bolza Grool_>)]","['Christopher Sean', 'Josh Brener', 'Scott Lawrence', 'Suzie McGrath', 'Antony Del Rio', 'Bobby Moynihan', 'Dee Bradley Baker', 'Frank Welker', 'Greg Proops', 'Gwendoline Christie', 'Jason Hightower', 'Lex Lang', 'Liam McIntyre', 'Mary Elizabeth McGlynn', 'Matthew Wood', 'Nikki SooHoo', 'Tovah Feldshuh', 'Fred Tatasciore']","[<Character id:None[http] name:_Kazuda Xiono_>, <Character id:None[http] name:_Neeku Vozo_>, <Character id:None[http] name:_Jarek Yeager_>, <Character id:None[http] name:_Tam Ryvora_>, <Character id:None[http] name:_Kel_>, <Character id:None[http] name:_Yani_>, [<Character id:[http] name:_Security Guard_>, <Character id:None[http] name:_Stormtrooper #2_>, <Character id:None[http] name:_Ugnaught Vendor_>], <Character id:None[http] name:_Chelidae_>, <Character id:None[http] name:_Garma_>, <Character id:None[http] name:_Captain Phasma_>, <Character id:None[http] name:_Captain Doza_>, <Character id:None[http] name:_Stormtrooper #1_>, <Character id:None[http] name:_Commander Pyre_>, <Character id:None[http] name:_4D-M1N_>, <Character id:None[http] name:_Ello Asty_>, <Character id:None[http] name:_Eila_>, <Character id:None[http] name:_Aunt Z_>, <Character id:None[http] name:_Bolza Grool_>]","Okay, here's the plot summary for the ""The Children from Tehar"" episode of the TV show *Resistance*, based on its IMDb ID 8757330:

**""The Children from Tehar"" focuses on the plight of Teharan children who have been orphaned and displaced due to the ongoing conflict with the Nazi regime. Sarah Simon, a member of the Resistance, works to find safe passage for these children out of occupied France and into Switzerland. She faces significant challenges, including the Gestapo and those who would exploit the children. As she strives to protect them, she is confronted with difficult moral choices and the brutal realities of war.**
"
28865820,Signal from Sector Six,No rating available,2018,[],[],[],"""Signal from Sector Six"" is an episode of Star Wars: Resistance. The Colossus receives a distress signal from Sector Six, an area believed to be uninhabitable. Kazuda Xiono (Kaz) and Neeku volunteer to investigate, hoping to find survivors. They discover a group of scavengers led by Mika Grey who are stealing parts from downed First Order ships. When a First Order patrol arrives, Kaz, Neeku, and Mika must work together to survive and escape. They learn that Mika and her crew are not evil but are just trying to survive in a galaxy torn apart by war.
"
8757334,Synara's Score,6.1,2018,"[('Christopher Sean', <Character id:None[http] name:_Kazuda Xiono_>), ('Josh Brener', <Character id:None[http] name:_Neeku Vozo_>), ('Scott Lawrence', <Character id:None[http] name:_Jarek Yeager_>), ('Suzie McGrath', <Character id:None[http] name:_Tam Ryvora_>), ('Bobby Moynihan', [<Character id:[http] name:_Orka_>, <Character id:None[http] name:_Pirate #2_>]), ('David Shaughnessy', <Character id:None[http] name:_Drell_>), ('Dee Bradley Baker', <Character id:None[http] name:_Dock Worker_>), ('Gary Anthony Williams', <Character id:None[http] name:_Kragan Gorr_>), ('Jason Hightower', [<Character id:[http] name:_Captain Doza_>, <Character id:None[http] name:_Pirate #4_>]), ('Jim Rash', [<Character id:[http] name:_Flix_>, <Character id:None[http] name:_Pirate #3_>]), ('Liam McIntyre', [<Character id:[http] name:_Commander Pyre_>, <Character id:None[http] name:_Pirate #1_>]), ('Nazneen Contractor', <Character id:None[http] name:_Synara San_>)]","['Christopher Sean', 'Josh Brener', 'Scott Lawrence', 'Suzie McGrath', 'Bobby Moynihan', 'David Shaughnessy', 'Dee Bradley Baker', 'Gary Anthony Williams', 'Jason Hightower', 'Jim Rash', 'Liam McIntyre', 'Nazneen Contractor']","[<Character id:None[http] name:_Kazuda Xiono_>, <Character id:None[http] name:_Neeku Vozo_>, <Character id:None[http] name:_Jarek Yeager_>, <Character id:None[http] name:_Tam Ryvora_>, [<Character id:[http] name:_Orka_>, <Character id:None[http] name:_Pirate #2_>], <Character id:None[http] name:_Drell_>, <Character id:None[http] name:_Dock Worker_>, <Character id:None[http] name:_Kragan Gorr_>, [<Character id:[http] name:_Captain Doza_>, <Character id:None[http] name:_Pirate #4_>], [<Character id:[http] name:_Flix_>, <Character id:None[http] name:_Pirate #3_>], [<Character id:[http] name:_Commander Pyre_>, <Character id:None[http] name:_Pirate #1_>], <Character id:None[http] name:_Synara San_>]","In ""Synara's Score,"" Kaz and Neeku discover that Synara, Torra Doza's friend and a former pirate, is secretly helping the Colossus defend itself against potential First Order attacks. They initially distrust her, but after learning about her motivations and seeing her dedication, they team up to upgrade the Colossus's defenses and protect it from a possible First Order raid.
"
28865828,The Platform Classic,No rating available,2018,[],[],[],"In ""The Platform Classic"" episode of *Resistance*, Kazuda Xiono, Neeku Vozo, and Tamara Ryvora participate in a high-stakes aerial race to win fuel for the Colossus refueling platform. The race is known as the ""Platform Classic"" and is a very dangerous course. Kazuda's inexperience and recklessness threaten to cost them the win, and potentially their lives, but they must work together to overcome obstacles and rival pilots to secure the fuel needed to keep the platform operational.
"
8757336,Secrets and Holograms,6.2,2018,"[('Christopher Sean', <Character id:None[http] name:_Kazuda Xiono_>), ('Donald Faison', <Character id:None[http] name:_Hype Fazon_>), ('Elijah Wood', <Character id:None[http] name:_Jace Rucklin_>), ('Fred Tatasciore', <Character id:None[http] name:_Bolza Grool_>), ('Jason Hightower', <Character id:None[http] name:_Captain Doza_>), ('Liam McIntyre', <Character id:None[http] name:_Commander Pyre_>), ('Mary Elizabeth McGlynn', [<Character id:[http] name:_4D-M1N_>, <Character id:None[http] name:_Freya Fenris_>, <Character id:None[http] name:_Jooks_>]), ('Myrna Velasco', <Character id:None[http] name:_Torra Doza_>), ('Phil LaMarr', <Character id:None[http] name:_Antiques Vendor_>), ('Stephen Stanton', [<Character id:[http] name:_Griff Halloran_>, <Character id:None[http] name:_Namua_>])]","['Christopher Sean', 'Donald Faison', 'Elijah Wood', 'Fred Tatasciore', 'Jason Hightower', 'Liam McIntyre', 'Mary Elizabeth McGlynn', 'Myrna Velasco', 'Phil LaMarr', 'Stephen Stanton']","[<Character id:None[http] name:_Kazuda Xiono_>, <Character id:None[http] name:_Hype Fazon_>, <Character id:None[http] name:_Jace Rucklin_>, <Character id:None[http] name:_Bolza Grool_>, <Character id:None[http] name:_Captain Doza_>, <Character id:None[http] name:_Commander Pyre_>, [<Character id:[http] name:_4D-M1N_>, <Character id:None[http] name:_Freya Fenris_>, <Character id:None[http] name:_Jooks_>], <Character id:None[http] name:_Torra Doza_>, <Character id:None[http] name:_Antiques Vendor_>, [<Character id:[http] name:_Griff Halloran_>, <Character id:None[http] name:_Namua_>]]","In the Star Wars Resistance episode ""Secrets and Holograms,"" Kaz, Neeku, and Tam discover a hidden room in the Colossus containing secret Republic technology. They activate a hologram of Leia Organa who explains the importance of the technology to the Resistance and warns them to protect it from the First Order.
"
